county,reporting,yes_votes,yes_percent,no_votes,no_percent,reporting_time,download_timestamp
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
sierra,0.0% (0 of 23) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
siskiyou,0.0% (0 of 54) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
solano,0.0% (0 of 187) precincts reporting,29726,30.3,68440,69.7,"September 14, 2021, 8:25 p.m.",2021-09-15T03:30:12+00:00
stanislaus,100.0% (87 of 87) precincts reporting,49595,50.0,49604,50.0,"September 14, 2021, 8:23 p.m.",2021-09-15T03:30:12+00:00
statewide,"12.8% (2,331 of 18,185) precincts reporting",2120041,30.7,4781251,69.3,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
sutter,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
tehama,0.0% (0 of 33) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
tulare,0.0% (0 of 83) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
tuolumne,0.0% (0 of 41) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
ventura,0.0% (0 of 697) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
yolo,96.9% (31 of 32) precincts reporting,13367,27.2,35820,72.8,"September 14, 2021, 8:25 p.m.",2021-09-15T03:30:12+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:12+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
amador,100.0% (30 of 30) precincts reporting,10971,63.1,6411,36.9,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
colusa,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
del-norte,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
el-dorado,0.0% (0 of 103) precincts reporting,33268,52.7,29906,47.3,"September 14, 2021, 8:29 p.m.",2021-09-15T03:34:14+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
imperial,74.9% (164 of 219) precincts reporting,4798,35.9,8552,64.1,"September 14, 2021, 8:30 p.m.",2021-09-15T03:34:14+00:00
kern,49.8% (362 of 727) precincts reporting,44938,55.2,36435,44.8,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
lake,0.0% (0 of 70) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
modoc,0.0% (0 of 21) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
san-bernardino,"8.2% (144 of 1,749) precincts reporting",131349,42.1,180308,57.9,"September 14, 2021, 8:27 p.m.",2021-09-15T03:34:14+00:00
san-luis-obispo,0.0% (0 of 93) precincts reporting,20606,39.2,31932,60.8,"September 14, 2021, 8:27 p.m.",2021-09-15T03:34:14+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
sierra,0.0% (0 of 23) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
siskiyou,0.0% (0 of 54) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
statewide,"16.7% (3,031 of 18,185) precincts reporting",2365971,31.8,5074795,68.2,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
sutter,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
tehama,0.0% (0 of 33) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
tulare,0.0% (0 of 83) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
tuolumne,0.0% (0 of 41) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
ventura,0.0% (0 of 697) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:14+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
colusa,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
del-norte,0.0% (0 of 18) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
lake,0.0% (0 of 70) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
modoc,0.0% (0 of 21) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
sierra,0.0% (0 of 23) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
siskiyou,0.0% (0 of 54) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
statewide,"16.7% (3,031 of 18,185) precincts reporting",2478640,32.1,5238573,67.9,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
sutter,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
tehama,0.0% (0 of 33) precincts reporting,3744,67.7,1783,32.3,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
tulare,0.0% (0 of 83) precincts reporting,35307,55.3,28588,44.7,"September 14, 2021, 8:34 p.m.",2021-09-15T03:40:20+00:00
tuolumne,0.0% (0 of 41) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
ventura,0.0% (0 of 697) precincts reporting,73618,35.6,133407,64.4,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:36 p.m.",2021-09-15T03:40:20+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
colusa,33.3% (6 of 18) precincts reporting,2124,60.7,1373,39.3,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
del-norte,0.0% (0 of 18) precincts reporting,3517,55.5,2823,44.5,"September 14, 2021, 8:44 p.m.",2021-09-15T03:50:15+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
lake,0.0% (0 of 70) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
modoc,0.0% (0 of 21) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
sierra,100.0% (23 of 23) precincts reporting,903,61.9,555,38.1,"September 14, 2021, 8:43 p.m.",2021-09-15T03:50:15+00:00
siskiyou,0.0% (0 of 54) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
statewide,"17.2% (3,130 of 18,185) precincts reporting",2509175,32.3,5259884,67.7,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
sutter,100.0% (29 of 29) precincts reporting,11114,59.2,7664,40.8,"September 14, 2021, 8:44 p.m.",2021-09-15T03:50:15+00:00
tuolumne,100.0% (41 of 41) precincts reporting,12877,59.1,8896,40.9,"September 14, 2021, 8:45 p.m.",2021-09-15T03:50:15+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:46 p.m.",2021-09-15T03:50:15+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
lake,0.0% (0 of 70) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
los-angeles,"100.0% (2,799 of 2,799) precincts reporting",532923,26.4,1486489,73.6,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
modoc,57.1% (12 of 21) precincts reporting,1895,75.3,623,24.7,"September 14, 2021, 8:47 p.m.",2021-09-15T03:54:11+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
siskiyou,35.2% (19 of 54) precincts reporting,6935,55.8,5502,44.2,"September 14, 2021, 8:49 p.m.",2021-09-15T03:54:11+00:00
statewide,"32.8% (5,960 of 18,185) precincts reporting",2612118,32.9,5338144,67.1,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:51 p.m.",2021-09-15T03:54:11+00:00
alpine,0.0% (0 of 5) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
lake,0.0% (0 of 70) precincts reporting,2482,36.5,4313,63.5,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
santa-cruz,0.0% (0 of 85) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
shasta,0.0% (0 of 98) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
statewide,"32.8% (5,960 of 18,185) precincts reporting",2614600,32.9,5342457,67.1,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
alpine,20.0% (1 of 5) precincts reporting,53,43.8,68,56.2,"September 14, 2021, 8:58 p.m.",2021-09-15T04:04:11+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:11+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:11+00:00
el-dorado,100.0% (103 of 103) precincts reporting,34613,53.4,30194,46.6,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:11+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:11+00:00
lassen,100.0% (57 of 57) precincts reporting,6590,82.9,1357,17.1,"September 14, 2021, 8:59 p.m.",2021-09-15T04:04:11+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:11+00:00
santa-cruz,11.8% (10 of 85) precincts reporting,13244,18.4,58681,81.6,"September 14, 2021, 8:57 p.m.",2021-09-15T04:04:11+00:00
shasta,0.0% (0 of 98) precincts reporting,22194,60.3,14589,39.7,"September 14, 2021, 8:57 p.m.",2021-09-15T04:04:11+00:00
statewide,"33.4% (6,074 of 18,185) precincts reporting",2652453,32.9,5416189,67.1,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:11+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:11+00:00
butte,0.0% (0 of 156) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:18+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:18+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:18+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:18+00:00
san-mateo,0.0% (0 of 338) precincts reporting,41014,19.4,170059,80.6,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:18+00:00
statewide,"33.4% (6,074 of 18,185) precincts reporting",2653610,32.9,5417670,67.1,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:18+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:18+00:00
butte,100.0% (156 of 156) precincts reporting,32195,51.5,30348,48.5,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
mariposa,100.0% (25 of 25) precincts reporting,4572,59.7,3086,40.3,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
statewide,"34.3% (6,235 of 18,185) precincts reporting",2686168,33.0,5448147,67.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:12+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:12+00:00
merced,100.0% (269 of 269) precincts reporting,16088,48.4,17171,51.6,"September 14, 2021, 9:13 p.m.",2021-09-15T04:19:12+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:12+00:00
solano,4.3% (8 of 187) precincts reporting,30217,30.6,68692,69.4,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:12+00:00
statewide,"35.8% (6,512 of 18,185) precincts reporting",2687186,33.0,5448601,67.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:12+00:00
yuba,0.0% (0 of 36) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:12+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
mono,0.0% (0 of 12) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",318339,42.1,438676,57.9,"September 14, 2021, 9:19 p.m.",2021-09-15T04:25:14+00:00
santa-barbara,1.7% (2 of 115) precincts reporting,31701,32.5,65941,67.5,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
statewide,"45.7% (8,315 of 18,185) precincts reporting",2712317,33.1,5472686,66.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
yuba,0.0% (0 of 36) precincts reporting,6445,56.5,4959,43.5,"September 14, 2021, 9:17 p.m.",2021-09-15T04:25:14+00:00
alpine,40.0% (2 of 5) precincts reporting,98,40.8,142,59.2,"September 14, 2021, 9:23 p.m.",2021-09-15T04:29:14+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
contra-costa,0.0% (0 of 958) precincts reporting,70220,24.1,220567,75.9,"September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
mono,25.0% (3 of 12) precincts reporting,1208,38.3,1945,61.7,"September 14, 2021, 9:25 p.m.",2021-09-15T04:29:14+00:00
statewide,"45.7% (8,319 of 18,185) precincts reporting",2724818,33.2,5486453,66.8,"September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
ventura,0.0% (0 of 697) precincts reporting,81155,37.5,135314,62.5,"September 14, 2021, 9:22 p.m.",2021-09-15T04:29:14+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:31 p.m.",2021-09-15T04:35:11+00:00
del-norte,100.0% (18 of 18) precincts reporting,4198,58.0,3038,42.0,"September 14, 2021, 9:30 p.m.",2021-09-15T04:35:11+00:00
humboldt,0.0% (0 of 47) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:31 p.m.",2021-09-15T04:35:11+00:00
san-benito,100.0% (18 of 18) precincts reporting,5788,39.1,9030,60.9,"September 14, 2021, 9:29 p.m.",2021-09-15T04:35:11+00:00
san-mateo,0.0% (0 of 338) precincts reporting,41670,19.6,170635,80.4,"September 14, 2021, 9:31 p.m.",2021-09-15T04:35:11+00:00
statewide,"45.9% (8,355 of 18,185) precincts reporting",2726265,33.2,5487296,66.8,"September 14, 2021, 9:31 p.m.",2021-09-15T04:35:11+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:35 p.m.",2021-09-15T04:39:14+00:00
humboldt,0.0% (0 of 47) precincts reporting,10942,31.7,23615,68.3,"September 14, 2021, 9:34 p.m.",2021-09-15T04:39:14+00:00
siskiyou,53.7% (29 of 54) precincts reporting,7228,56.5,5555,43.5,"September 14, 2021, 9:34 p.m.",2021-09-15T04:39:14+00:00
sonoma,3.4% (11 of 324) precincts reporting,30949,21.7,111914,78.3,"September 14, 2021, 9:35 p.m.",2021-09-15T04:39:14+00:00
statewide,"46.1% (8,376 of 18,185) precincts reporting",2737603,33.2,5511004,66.8,"September 14, 2021, 9:35 p.m.",2021-09-15T04:39:14+00:00
alameda,100.0% (521 of 521) precincts reporting,54648,16.5,277536,83.5,"September 14, 2021, 9:37 p.m.",2021-09-15T04:45:15+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:41 p.m.",2021-09-15T04:45:15+00:00
orange,"100.0% (1,801 of 1,801) precincts reporting",329895,42.7,443118,57.3,"September 14, 2021, 9:39 p.m.",2021-09-15T04:45:15+00:00
santa-barbara,14.8% (17 of 115) precincts reporting,32129,32.6,66405,67.4,"September 14, 2021, 9:41 p.m.",2021-09-15T04:45:15+00:00
statewide,"49.0% (8,912 of 18,185) precincts reporting",2754978,33.3,5521379,66.7,"September 14, 2021, 9:41 p.m.",2021-09-15T04:45:15+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:45 p.m.",2021-09-15T04:49:17+00:00
santa-clara,98.0% (499 of 509) precincts reporting,108955,23.2,361523,76.8,"September 14, 2021, 9:45 p.m.",2021-09-15T04:49:17+00:00
statewide,"49.0% (8,912 of 18,185) precincts reporting",2765776,33.3,5533178,66.7,"September 14, 2021, 9:45 p.m.",2021-09-15T04:49:17+00:00
alpine,60.0% (3 of 5) precincts reporting,110,37.9,180,62.1,"September 14, 2021, 9:49 p.m.",2021-09-15T04:55:19+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:49 p.m.",2021-09-15T04:55:19+00:00
marin,25.0% (26 of 104) precincts reporting,14243,15.3,78988,84.7,"September 14, 2021, 9:47 p.m.",2021-09-15T04:55:19+00:00
san-francisco,67.9% (415 of 611) precincts reporting,33610,12.9,226642,87.1,"September 14, 2021, 9:47 p.m.",2021-09-15T04:55:19+00:00
statewide,"51.4% (9,354 of 18,185) precincts reporting",2769601,33.3,5544459,66.7,"September 14, 2021, 9:49 p.m.",2021-09-15T04:55:19+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 9:52 p.m.",2021-09-15T04:59:15+00:00
inyo,95.0% (19 of 20) precincts reporting,2130,48.2,2293,51.8,"September 14, 2021, 9:52 p.m.",2021-09-15T04:59:15+00:00
statewide,"51.4% (9,354 of 18,185) precincts reporting",2769676,33.3,5544477,66.7,"September 14, 2021, 9:52 p.m.",2021-09-15T04:59:15+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 10:01 p.m.",2021-09-15T05:05:14+00:00
glenn,100.0% (34 of 34) precincts reporting,4393,69.4,1941,30.6,"September 14, 2021, 10:01 p.m.",2021-09-15T05:05:14+00:00
nevada,100.0% (112 of 112) precincts reporting,17277,42.3,23519,57.7,"September 14, 2021, 10:01 p.m.",2021-09-15T05:05:14+00:00
sacramento,100.0% (602 of 602) precincts reporting,104631,35.1,193751,64.9,"September 14, 2021, 9:57 p.m.",2021-09-15T05:05:14+00:00
san-joaquin,0.0% (0 of 269) precincts reporting,48710,42.7,65489,57.3,"September 14, 2021, 9:56 p.m.",2021-09-15T05:05:14+00:00
siskiyou,68.5% (37 of 54) precincts reporting,7500,57.2,5621,42.8,"September 14, 2021, 9:57 p.m.",2021-09-15T05:05:14+00:00
statewide,"51.8% (9,412 of 18,185) precincts reporting",2780095,33.4,5548121,66.6,"September 14, 2021, 10:01 p.m.",2021-09-15T05:05:14+00:00
tuolumne,100.0% (41 of 41) precincts reporting,14148,60.4,9267,39.6,"September 14, 2021, 10:01 p.m.",2021-09-15T05:05:14+00:00
alpine,80.0% (4 of 5) precincts reporting,143,35.2,263,64.8,"September 14, 2021, 10:06 p.m.",2021-09-15T05:09:18+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 10:06 p.m.",2021-09-15T05:09:18+00:00
san-joaquin,4.5% (12 of 269) precincts reporting,48710,42.7,65489,57.3,"September 14, 2021, 10:05 p.m.",2021-09-15T05:09:18+00:00
san-mateo,0.0% (0 of 338) precincts reporting,42374,19.8,171191,80.2,"September 14, 2021, 10:03 p.m.",2021-09-15T05:09:18+00:00
statewide,"51.8% (9,425 of 18,185) precincts reporting",2780832,33.4,5548760,66.6,"September 14, 2021, 10:06 p.m.",2021-09-15T05:09:18+00:00
calaveras,0.0% (0 of 29) precincts reporting,0,0.0,0,0.0,"September 14, 2021, 10:11 p.m.",2021-09-15T05:15:16+00:00
colusa,100.0% (18 of 18) precincts reporting,2434,62.9,1436,37.1,"September 14, 2021, 10:07 p.m.",2021-09-15T05:15:16+00:00
fresno,0.0% (0 of 279) precincts reporting,78711,47.7,86231,52.3,"September 14, 2021, 10:09 p.m.",2021-09-15T05:15:16+00:00
kings,100.0% (30 of 30) precincts reporting,14828,62.8,8799,37.2,"September 14, 2021, 10:07 p.m.",2021-09-15T05:15:16+00:00
madera,80.6% (58 of 72) precincts reporting,17681,58.3,12666,41.7,"September 14, 2021, 10:09 p.m.",2021-09-15T05:15:16+00:00
monterey,0.0% (0 of 188) precincts reporting,23576,28.5,59157,71.5,"September 14, 2021, 10:09 p.m.",2021-09-15T05:15:16+00:00
napa,99.5% (190 of 191) precincts reporting,10796,29.0,26371,71.0,"September 14, 2021, 10:10 p.m.",2021-09-15T05:15:16+00:00
