county,reportTypeCode,reportType,reportNumber,correctionReportnumber,precinctsReporting,precinctsTotal,precinctsReportingPercent,voterTurnout,totalRegisteredVoters,voterTurnoutPercentage,firstReportTimestamp,lastReportTimestamp,statusFirstReportTimestamp,statusLastReportTimestamp,countyLink,countyName,timestamp,download_timestamp
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
46,,,0,0,0,23,0.0,,2238,,,,,,http://www.sierracounty.ca.gov/216/Upcoming-Elections,Sierra,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
47,,,0,0,0,54,0.0,,29162,,,,,,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
48,,,0,0,0,187,0.0,,262097,,,,,,https://www.solanocounty.com/depts/rov/default.asp,Solano,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
49,R,R,0,0,0,324,0.0,143100,304891,46.9,202109142009,202109142009,Sep 14<br />8:09 p.m.,Sep 14<br />8:09 p.m.,https://sonomacounty.ca.gov/CRA/Registrar-of-Voters/Elections/September-14-2021-California-Gubernatorial-Recall-Election/,Sonoma,"September 14, 2021, 8:09 p.m.",2021-09-15T03:14:13+00:00
50,,,0,0,0,87,0.0,,282482,,,,,,https://www.stanvote.com/,Stanislaus,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
51,,,0,0,0,29,0.0,,52576,,,,,,https://www.suttercounty.org/government/county-departments/clerk-recorder/elections,Sutter,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
52,,,0,0,0,33,0.0,,37603,,,,,,http://www.co.tehama.ca.us/gov-departments/elections,Tehama,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
53,,,0,0,0,25,0.0,,7633,,,,,,https://www.trinitycounty.org/Elections,Trinity,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
54,,,0,0,0,83,0.0,,206752,,,,,,https://tularecoelections.org/elections/registrar-of-voters/current-election-information/september-14-2021-california-gubernatorial-recall-election/,Tulare,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
55,,,0,0,0,41,0.0,,35414,,,,,,http://www.co.tuolumne.ca.us/index.aspx?nid=194,Tuolumne,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
56,,,0,0,0,697,0.0,,509797,,,,,,https://recorder.countyofventura.org/2021-governor-recall/,Ventura,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
57,,,0,0,0,32,0.0,,121550,,,,,,http://www.yoloelections.org/,Yolo,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
59,R,R,0,0,1467,18185,8.1,4114211,22057610,18.7,202109142001,202109142011,Sep 14<br />8:01 p.m.,Sep 14<br />8:11 p.m.,,Statewide,"September 14, 2021, 8:11 p.m.",2021-09-15T03:14:13+00:00
1,,,0,0,0,521,0.0,,948561,,,,,,https://www.acvote.org/election-information/elections?id=241#,Alameda,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
3,,,0,0,0,30,0.0,,26475,,,,,,https://www.amadorgov.org/government/elections,Amador,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
6,,,0,0,0,18,0.0,,10078,,,,,,http://www.countyofcolusa.org/index.aspx?NID=197,Colusa,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
7,,,0,0,0,958,0.0,,708401,,,,,,https://www.cocovote.us/election/california-gubernatorial-recall-election/#Election,Contra Costa,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
8,,,0,0,0,18,0.0,,15044,,,,,,https://www.co.del-norte.ca.us/departments/Elections,Del Norte,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
9,,,0,0,0,103,0.0,,137856,,,,,,https://www.edcgov.us/Government/Elections,El Dorado,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
10,R,R,0,0,0,279,0.0,156449,501955,31.2,202109142015,202109142015,Sep 14<br />8:15 p.m.,Sep 14<br />8:15 p.m.,https://www.co.fresno.ca.us/departments/county-clerk-registrar-of-voters/election-races/california-gubernatorial-recall-election-september-14-2021,Fresno,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
13,,,0,0,0,219,0.0,,88476,,,,,,https://elections.imperialcounty.org/,Imperial,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
14,,,0,0,0,20,0.0,,11063,,,,,,https://elections.inyocounty.us/,Inyo,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
15,,,0,0,0,727,0.0,,437208,,,,,,https://kernvote.com/ElectionInformation/UpcomingElections,Kern,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
17,,,0,0,0,70,0.0,,37599,,,,,,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
20,R,R,0,0,0,72,0.0,28167,70466,40.0,202109142014,202109142014,Sep 14<br />8:14 p.m.,Sep 14<br />8:14 p.m.,http://votemadera.com/,Madera,"September 14, 2021, 8:14 p.m.",2021-09-15T03:20:13+00:00
22,,,0,0,0,25,0.0,,11858,,,,,,http://www.mariposacounty.org/363/Current-Election-Information,Mariposa,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
23,,,0,0,0,250,0.0,,55020,,,,,,https://www.mendocinocounty.org/government/assessor-county-clerk-recorder-elections/elections/election-candidate-information,Mendocino,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
25,,,0,0,0,21,0.0,,5260,,,,,,http://www.co.modoc.ca.us/departments/elections/current_election.php,Modoc,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
27,,,0,0,0,188,0.0,,210325,,,,,,https://www.montereycountyelections.us/election-description/e/125,Monterey,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
30,R,R,0,0,0,1801,0.0,721594,1807543,39.9,202109142013,202109142013,Sep 14<br />8:13 p.m.,Sep 14<br />8:13 p.m.,https://www.ocvote.com/elections/2021-california-gubernatorial-recall-election,Orange,"September 14, 2021, 8:13 p.m.",2021-09-15T03:20:13+00:00
31,R,R,0,0,0,265,0.0,106992,277153,38.6,202109142015,202109142015,Sep 14<br />8:15 p.m.,Sep 14<br />8:15 p.m.,https://www.placercountyelections.gov/current-elections/,Placer,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
32,,,0,0,0,29,0.0,,14204,,,,,,http://www.countyofplumas.com/index.aspx?NID=142,Plumas,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
33,,,0,0,0,763,0.0,,1293324,,,,,,https://www.voteinfo.net/,Riverside,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
34,R,R,0,0,586,602,97.3,293977,873180,33.7,202109142009,202109142009,Sep 14<br />8:09 p.m.,Sep 14<br />8:09 p.m.,http://www.elections.saccounty.net/ElectionInformation/Pages/InfoUpcomingElect.aspx,Sacramento,"September 14, 2021, 8:09 p.m.",2021-09-15T03:20:13+00:00
36,,,0,0,0,1749,0.0,,1132989,,,,,,http://www.sbcountyelections.com/,San Bernardino,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
38,R,R,0,0,0,611,0.0,246319,503841,48.9,202109142015,202109142015,Sep 14<br />8:15 p.m.,Sep 14<br />8:15 p.m.,https://sfelections.sfgov.org/,San Francisco,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
39,,,0,0,0,269,0.0,,380844,,,,,,https://www.sjgov.org/department/rov/info/election_information,San Joaquin,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
40,,,0,0,0,93,0.0,,184744,,,,,,"https://www.slocounty.ca.gov/Departments/Clerk-Recorder/All-Services/Elections-and-Voting/Elections-Conducted-by-County-of-San-Luis-Obispo/September-14,-2021,-California-Gubernatorial-Recal.aspx",San Luis Obispo,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
46,,,0,0,0,23,0.0,,2238,,,,,,http://www.sierracounty.ca.gov/216/Upcoming-Elections,Sierra,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
47,,,0,0,0,54,0.0,,29162,,,,,,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
48,,,0,0,0,187,0.0,,262097,,,,,,https://www.solanocounty.com/depts/rov/default.asp,Solano,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
50,,,0,0,0,87,0.0,,282482,,,,,,https://www.stanvote.com/,Stanislaus,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
51,,,0,0,0,29,0.0,,52576,,,,,,https://www.suttercounty.org/government/county-departments/clerk-recorder/elections,Sutter,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
52,,,0,0,0,33,0.0,,37603,,,,,,http://www.co.tehama.ca.us/gov-departments/elections,Tehama,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
53,F,SF,0,0,25,25,100.0,3826,7633,50.1,202109142012,202109142012,Sep 14<br />8:12 p.m.,Sep 14<br />8:12 p.m.,https://www.trinitycounty.org/Elections,Trinity,"September 14, 2021, 8:12 p.m.",2021-09-15T03:20:13+00:00
54,,,0,0,0,83,0.0,,206752,,,,,,https://tularecoelections.org/elections/registrar-of-voters/current-election-information/september-14-2021-california-gubernatorial-recall-election/,Tulare,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
55,,,0,0,0,41,0.0,,35414,,,,,,http://www.co.tuolumne.ca.us/index.aspx?nid=194,Tuolumne,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
56,,,0,0,0,697,0.0,,509797,,,,,,https://recorder.countyofventura.org/2021-governor-recall/,Ventura,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
57,,,0,0,0,32,0.0,,121550,,,,,,http://www.yoloelections.org/,Yolo,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
59,R,R,0,0,1492,18185,8.2,5377558,22057610,24.4,202109142001,202109142015,Sep 14<br />8:01 p.m.,Sep 14<br />8:15 p.m.,,Statewide,"September 14, 2021, 8:15 p.m.",2021-09-15T03:20:13+00:00
1,R,R,0,0,0,521,0.0,322644,948561,34.0,202109142017,202109142017,Sep 14<br />8:17 p.m.,Sep 14<br />8:17 p.m.,https://www.acvote.org/election-information/elections?id=241#,Alameda,"September 14, 2021, 8:17 p.m.",2021-09-15T03:24:20+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
3,,,0,0,0,30,0.0,,26475,,,,,,https://www.amadorgov.org/government/elections,Amador,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
6,,,0,0,0,18,0.0,,10078,,,,,,http://www.countyofcolusa.org/index.aspx?NID=197,Colusa,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
7,,,0,0,0,958,0.0,,708401,,,,,,https://www.cocovote.us/election/california-gubernatorial-recall-election/#Election,Contra Costa,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
8,,,0,0,0,18,0.0,,15044,,,,,,http://www.co.del-norte.ca.us/departments/clerk-recorder/elections,Del Norte,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
9,,,0,0,0,103,0.0,,137856,,,,,,https://www.edcgov.us/Government/Elections,El Dorado,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
13,,,0,0,0,219,0.0,,88476,,,,,,https://elections.imperialcounty.org/,Imperial,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
14,,,0,0,0,20,0.0,,11063,,,,,,https://elections.inyocounty.us/,Inyo,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
15,,,0,0,0,727,0.0,,437208,,,,,,https://kernvote.com/ElectionInformation/CurrentElectionInformation?ElectionID=112,Kern,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
17,,,0,0,0,70,0.0,,37599,,,,,,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
22,,,0,0,0,25,0.0,,11858,,,,,,http://www.mariposacounty.org/363/Current-Election-Information,Mariposa,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
23,,,0,0,0,250,0.0,,55020,,,,,,https://www.mendocinocounty.org/government/assessor-county-clerk-recorder-elections/elections/election-candidate-information,Mendocino,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
25,,,0,0,0,21,0.0,,5260,,,,,,http://www.co.modoc.ca.us/departments/elections/current_election.php,Modoc,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
27,R,R,0,0,0,188,0.0,82904,210325,39.4,202109142017,202109142017,Sep 14<br />8:17 p.m.,Sep 14<br />8:17 p.m.,https://www.montereycountyelections.us/election-description/e/125,Monterey,"September 14, 2021, 8:17 p.m.",2021-09-15T03:24:20+00:00
32,F,SF,0,0,29,29,100.0,8152,14204,57.4,202109142019,202109142019,Sep 14<br />8:19 p.m.,Sep 14<br />8:19 p.m.,http://www.countyofplumas.com/index.aspx?NID=142,Plumas,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
33,R,R,0,0,653,763,85.6,468798,1293324,36.2,202109142019,202109142019,Sep 14<br />8:19 p.m.,Sep 14<br />8:19 p.m.,https://www.voteinfo.net/,Riverside,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
36,,,0,0,0,1749,0.0,,1132989,,,,,,http://www.sbcountyelections.com/,San Bernardino,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
39,R,R,0,0,0,269,0.0,113890,380844,29.9,202109142019,202109142019,Sep 14<br />8:19 p.m.,Sep 14<br />8:19 p.m.,https://www.sjgov.org/department/rov/info/election_information,San Joaquin,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
40,,,0,0,0,93,0.0,,184744,,,,,,"https://www.slocounty.ca.gov/Departments/Clerk-Recorder/All-Services/Elections-and-Voting/Elections-Conducted-by-County-of-San-Luis-Obispo/September-14,-2021,-California-Gubernatorial-Recal.aspx",San Luis Obispo,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
46,,,0,0,0,23,0.0,,2238,,,,,,http://www.sierracounty.ca.gov/216/Upcoming-Elections,Sierra,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
47,,,0,0,0,54,0.0,,29162,,,,,,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
48,,,0,0,0,187,0.0,,262097,,,,,,https://www.solanocounty.com/depts/rov/default.asp,Solano,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
50,,,0,0,0,87,0.0,,282482,,,,,,https://www.stanvote.com/,Stanislaus,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
51,,,0,0,0,29,0.0,,52576,,,,,,https://www.suttercounty.org/government/county-departments/clerk-recorder/elections,Sutter,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
52,,,0,0,0,33,0.0,,37603,,,,,,http://www.co.tehama.ca.us/gov-departments/elections,Tehama,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
54,,,0,0,0,83,0.0,,206752,,,,,,https://tularecoelections.org/elections/registrar-of-voters/current-election-information/september-14-2021-california-gubernatorial-recall-election/,Tulare,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
55,,,0,0,0,41,0.0,,35414,,,,,,http://www.co.tuolumne.ca.us/index.aspx?nid=194,Tuolumne,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
56,,,0,0,0,697,0.0,,509797,,,,,,https://recorder.countyofventura.org/2021-governor-recall/,Ventura,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
57,,,0,0,0,32,0.0,,121550,,,,,,http://www.yoloelections.org/,Yolo,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
59,R,R,0,0,2174,18185,12.0,6373946,22057610,28.9,202109142001,202109142019,Sep 14<br />8:01 p.m.,Sep 14<br />8:19 p.m.,,Statewide,"September 14, 2021, 8:19 p.m.",2021-09-15T03:24:20+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
3,,,0,0,0,30,0.0,,26475,,,,,,https://www.amadorgov.org/government/elections,Amador,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
4,,,0,0,0,156,0.0,,124878,,,,,,https://clerk-recorder.buttecounty.net/elections/archives/eln46/46_eln_main.html,Butte,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
5,,,0,0,0,29,0.0,,32542,,,,,,https://elections.calaverasgov.us/Next-Election/Special-Election,Calaveras,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
6,,,0,0,0,18,0.0,,10078,,,,,,http://www.countyofcolusa.org/index.aspx?NID=197,Colusa,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
7,R,R,0,0,0,958,0.0,280736,708401,39.6,202109142025,202109142025,Sep 14<br />8:25 p.m.,Sep 14<br />8:25 p.m.,https://www.cocovote.us/election/california-gubernatorial-recall-election/#Election,Contra Costa,"September 14, 2021, 8:25 p.m.",2021-09-15T03:30:17+00:00
8,,,0,0,0,18,0.0,,15044,,,,,,http://www.co.del-norte.ca.us/departments/clerk-recorder/elections,Del Norte,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
9,,,0,0,0,103,0.0,,137856,,,,,,https://www.edcgov.us/Government/Elections,El Dorado,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
12,,,0,0,0,47,0.0,,86191,,,,,,https://humboldtgov.org/2944/38189/Statewide-Special-Election-Governor-Reca,Humboldt,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
13,,,0,0,0,219,0.0,,88476,,,,,,https://elections.imperialcounty.org/,Imperial,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
14,R,R,0,0,19,20,95.0,4355,11063,39.4,202109142024,202109142024,Sep 14<br />8:24 p.m.,Sep 14<br />8:24 p.m.,https://elections.inyocounty.us/,Inyo,"September 14, 2021, 8:24 p.m.",2021-09-15T03:30:17+00:00
15,,,0,0,0,727,0.0,,437208,,,,,,https://kernvote.com/ElectionInformation/CurrentElectionInformation?ElectionID=112,Kern,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
17,,,0,0,0,70,0.0,,37599,,,,,,http://www.lakecountyca.gov/Government/Directory/ROV/Upcoming/Upcoming.htm,Lake,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
22,R,R,0,0,20,25,80.0,7166,11858,60.4,202109142024,202109142024,Sep 14<br />8:24 p.m.,Sep 14<br />8:24 p.m.,http://www.mariposacounty.org/363/Current-Election-Information,Mariposa,"September 14, 2021, 8:24 p.m.",2021-09-15T03:30:17+00:00
23,R,R,0,0,0,250,0.0,18447,55020,33.5,202109142026,202109142026,Sep 14<br />8:26 p.m.,Sep 14<br />8:26 p.m.,https://www.mendocinocounty.org/government/assessor-county-clerk-recorder-elections/elections/election-candidate-information,Mendocino,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
25,,,0,0,0,21,0.0,,5260,,,,,,http://www.co.modoc.ca.us/departments/elections/current_election.php,Modoc,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
26,,,0,0,0,12,0.0,,8035,,,,,,https://monocounty.ca.gov/elections/page/september-14-2021-california-gubernatorial-recall-election,Mono,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
36,,,0,0,0,1749,0.0,,1132989,,,,,,http://www.sbcountyelections.com/,San Bernardino,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
40,,,0,0,0,93,0.0,,184744,,,,,,"https://www.slocounty.ca.gov/Departments/Clerk-Recorder/All-Services/Elections-and-Voting/Elections-Conducted-by-County-of-San-Luis-Obispo/September-14,-2021,-California-Gubernatorial-Recal.aspx",San Luis Obispo,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
44,,,0,0,0,85,0.0,,169744,,,,,,"https://www.votescount.us/Home/Elections/September14,2021GubernatorialRecallElection.aspx",Santa Cruz,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
45,,,0,0,0,98,0.0,,113287,,,,,,https://www.elections.co.shasta.ca.us/california-gubernatorial-recall-election-september-14-2021/,Shasta,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
46,,,0,0,0,23,0.0,,2238,,,,,,http://www.sierracounty.ca.gov/216/Upcoming-Elections,Sierra,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
47,,,0,0,0,54,0.0,,29162,,,,,,https://www.co.siskiyou.ca.us/elections/page/current-election,Siskiyou,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
48,R,R,0,0,0,187,0.0,98589,262097,37.6,202109142025,202109142025,Sep 14<br />8:25 p.m.,Sep 14<br />8:25 p.m.,https://www.solanocounty.com/depts/rov/default.asp,Solano,"September 14, 2021, 8:25 p.m.",2021-09-15T03:30:17+00:00
50,F,SF,0,0,87,87,100.0,99935,282482,35.4,202109142023,202109142023,Sep 14<br />8:23 p.m.,Sep 14<br />8:23 p.m.,https://www.stanvote.com/,Stanislaus,"September 14, 2021, 8:23 p.m.",2021-09-15T03:30:17+00:00
51,,,0,0,0,29,0.0,,52576,,,,,,https://www.suttercounty.org/government/county-departments/clerk-recorder/elections,Sutter,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
52,,,0,0,0,33,0.0,,37603,,,,,,http://www.co.tehama.ca.us/gov-departments/elections,Tehama,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
54,,,0,0,0,83,0.0,,206752,,,,,,https://tularecoelections.org/elections/registrar-of-voters/current-election-information/september-14-2021-california-gubernatorial-recall-election/,Tulare,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
55,,,0,0,0,41,0.0,,35414,,,,,,http://www.co.tuolumne.ca.us/index.aspx?nid=194,Tuolumne,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
56,,,0,0,0,697,0.0,,509797,,,,,,https://recorder.countyofventura.org/2021-governor-recall/,Ventura,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
57,R,R,0,0,31,32,96.9,49315,121550,40.6,202109142025,202109142025,Sep 14<br />8:25 p.m.,Sep 14<br />8:25 p.m.,http://www.yoloelections.org/,Yolo,"September 14, 2021, 8:25 p.m.",2021-09-15T03:30:17+00:00
58,,,0,0,0,36,0.0,,40997,,,,,,https://www.yuba.org/departments/elections/current_election.php,Yuba,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
59,R,R,0,0,2331,18185,12.8,6932489,22057610,31.4,202109142001,202109142026,Sep 14<br />8:01 p.m.,Sep 14<br />8:26 p.m.,,Statewide,"September 14, 2021, 8:26 p.m.",2021-09-15T03:30:17+00:00
2,,,0,0,0,5,0.0,,919,,,,,,http://www.alpinecountyca.gov/index.aspx?NID=388,Alpine,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
3,F,SF,0,0,30,30,100.0,17511,26475,66.1,202109142031,202109142031,Sep 14<br />8:31 p.m.,Sep 14<br />8:31 p.m.,https://www.amadorgov.org/government/elections,Amador,"September 14, 2021, 8:31 p.m.",2021-09-15T03:34:21+00:00
