county,reporting,Larry A. Elder,Kevin Paffrath,Kevin L. Faulconer,Brandon M. Ross,John Cox,Kevin Kiley,Jacqueline McGowan,Joel Ventresca,Daniel Watts,Holly L. Baade,Patrick Kilpatrick,"Armando ""Mando"" Perez-Serrato",Caitlyn Jenner,John R. Drake,Dan Kapelovitz,Jeff Hewitt,Ted Gaines,Angelyne,David Moore,Doug Ose,Michael Loebs,Anthony Trimino,Heather Collins,Major Singh,Denver Stoner,David Lozano,Steve Chavez Lodge,Sam L. Gallucci,Jenny Rae Le Roux,David Alexander Bramante,Diego Martinez,Sarah Stephens,Robert C. Newman II,Dennis Richter,Denis Lucey,Daniel Mercuri,James G. Hanink,"Chauncey ""Slim"" Killens",Leo S. Zacky,Kevin K. Kaul,David Hillberg,Rhonda Furin,Adam Papagan,Nickolas Wildstar,"Jeremiah ""Jeremy"" Marciniak",Joe M. Symmon,reporting_time,download_timestamp
mono,0% (0 of 12) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
santa-cruz,0% (0 of 85) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
shasta,0% (0 of 98) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
statewide,"32.8% (5,960 of 18,185) precincts reporting","1,822,783","452,844","403,960","258,260","197,217","126,005","125,218","121,963","103,444","55,877","56,561","48,516","49,450","39,912","39,591","30,982","28,074","23,772","17,989","15,892","15,862","10,611","14,300","13,146","12,500","12,184","10,675","10,257","8,605","6,567","6,420","6,661","6,028","6,358","4,681","4,175","4,234","3,983","3,767","3,089","2,676","2,556","2,329","2,141","1,705","1,416","September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
yuba,0% (0 of 36) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 8:55 p.m.",2021-09-15T04:00:18+00:00
alpine,20% (1 of 5) precincts reporting,33,3,2,2,1,6,2,2,0,0,1,1,2,0,2,0,3,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"September 14, 2021, 8:58 p.m.",2021-09-15T04:04:19+00:00
butte,0% (0 of 156) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
el-dorado,100% (103 of 103) precincts reporting,"21,241","2,302","3,797","1,439","1,979","5,620",654,"1,038",341,244,457,54,466,273,148,253,"1,665",153,103,376,65,94,59,37,74,24,67,66,81,32,14,34,36,36,32,27,33,38,19,15,21,15,23,15,11,1,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
humboldt,0% (0 of 47) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
lassen,100% (57 of 57) precincts reporting,"4,736",107,206,100,194,427,77,81,35,21,39,16,137,10,31,26,318,13,4,102,7,21,12,5,31,6,23,18,54,11,5,8,35,4,1,6,2,43,25,2,1,3,0,5,1,1,"September 14, 2021, 8:59 p.m.",2021-09-15T04:04:19+00:00
mono,0% (0 of 12) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
santa-cruz,11.8% (10 of 85) precincts reporting,"8,852","5,866","1,746","2,620",941,939,"1,409","1,745","1,466",776,433,580,482,531,732,255,133,274,221,114,183,46,259,79,128,52,54,53,78,32,19,29,40,71,42,13,51,25,22,14,30,13,23,22,11,7,"September 14, 2021, 8:57 p.m.",2021-09-15T04:04:19+00:00
shasta,0% (0 of 98) precincts reporting,"14,000","1,113",875,995,"2,678","1,857",483,606,280,189,317,103,408,141,227,160,"1,096",92,72,280,40,46,63,33,120,40,69,60,389,34,16,39,52,38,8,31,13,63,53,31,16,23,13,14,8,7,"September 14, 2021, 8:57 p.m.",2021-09-15T04:04:19+00:00
statewide,"33.4% (6,074 of 18,185) precincts reporting","1,847,483","459,863","406,646","261,910","200,895","129,067","127,129","124,334","105,202","56,846","57,318","49,203","50,370","40,586","40,557","31,402","29,348","24,139","18,285","16,301","16,085","10,722","14,625","13,258","12,758","12,276","10,802","10,371","9,081","6,633","6,460","6,730","6,120","6,470","4,733","4,219","4,298","4,074","3,845","3,137","2,722","2,593","2,365","2,178","1,724","1,430","September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
yuba,0% (0 of 36) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:01 p.m.",2021-09-15T04:04:19+00:00
butte,0% (0 of 156) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:25+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:25+00:00
humboldt,0% (0 of 47) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:25+00:00
mono,0% (0 of 12) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:25+00:00
san-mateo,0% (0 of 338) precincts reporting,"24,961","16,449","8,217","7,503","5,439","2,155","4,516","3,735","3,301","1,817",949,980,"1,080",973,"1,104",992,360,401,581,217,568,88,381,334,204,165,269,128,189,116,309,99,72,172,187,175,82,65,27,57,44,41,61,34,62,31,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:25+00:00
statewide,"33.4% (6,074 of 18,185) precincts reporting","1,848,413","460,040","406,749","262,010","200,951","129,128","127,232","124,357","105,243","56,897","57,329","49,223","50,377","40,600","40,565","31,408","29,352","24,146","18,292","16,303","16,093","10,723","14,628","13,258","12,760","12,278","10,809","10,372","9,083","6,636","6,469","6,731","6,120","6,470","4,736","4,224","4,299","4,074","3,846","3,137","2,722","2,593","2,365","2,178","1,724","1,430","September 14, 2021, 9:03 p.m.",2021-09-15T04:10:25+00:00
yuba,0% (0 of 36) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:10:25+00:00
mono,0% (0 of 12) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
yuba,0% (0 of 36) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:14+00:00
butte,100% (156 of 156) precincts reporting,"20,733","2,829","1,673","1,524","3,191","3,327",929,"1,002",552,298,516,214,523,234,296,250,787,154,104,569,98,91,157,53,151,47,164,70,171,42,40,59,100,70,36,23,36,162,60,23,20,20,18,35,15,10,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
humboldt,0% (0 of 47) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
mariposa,100% (25 of 25) precincts reporting,"3,433",295,353,143,338,156,88,88,62,32,66,22,56,26,35,25,74,10,15,37,12,21,15,7,27,4,10,9,17,6,1,8,8,6,3,6,2,3,6,0,4,7,5,6,4,1,"September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
statewide,"34.3% (6,235 of 18,185) precincts reporting","1,869,443","462,884","408,433","263,536","204,159","132,468","128,168","125,361","105,799","57,195","57,848","49,439","50,904","40,838","40,861","31,660","30,148","24,300","18,396","16,872","16,191","10,814","14,788","13,311","12,911","12,326","10,973","10,444","9,257","6,680","6,509","6,790","6,221","6,540","4,772","4,247","4,335","4,236","3,906","3,160","2,742","2,614","2,383","2,215","1,739","1,440","September 14, 2021, 9:08 p.m.",2021-09-15T04:15:21+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
humboldt,0% (0 of 47) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
merced,100% (269 of 269) precincts reporting,"10,764",831,811,524,"1,557",547,699,210,261,228,85,221,292,149,85,118,138,34,79,139,71,36,37,69,73,23,52,31,28,53,269,33,34,16,155,79,16,15,59,13,35,2,9,8,26,4,"September 14, 2021, 9:13 p.m.",2021-09-15T04:19:19+00:00
mono,0% (0 of 12) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
solano,4.3% (8 of 187) precincts reporting,"19,306","3,796","3,695","4,820","2,694","1,707","1,807","1,750","1,009",648,657,385,901,409,319,405,843,196,183,545,230,102,172,144,152,227,194,210,168,61,55,111,52,157,83,50,36,52,112,28,24,18,30,25,46,9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
statewide,"35.8% (6,512 of 18,185) precincts reporting","1,870,272","462,905","408,456","263,569","204,193","132,531","128,188","125,367","105,809","57,202","57,852","49,443","50,910","40,845","40,861","31,661","30,156","24,301","18,399","16,874","16,192","10,833","14,789","13,313","12,914","12,326","10,976","10,446","9,258","6,680","6,515","6,791","6,223","6,541","4,776","4,249","4,335","4,236","3,906","3,161","2,742","2,614","2,383","2,216","1,741","1,440","September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
yuba,0% (0 of 36) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:19:19+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
humboldt,0% (0 of 47) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
mono,0% (0 of 12) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
orange,"100% (1,801 of 1,801) precincts reporting","237,193","42,579","41,674","19,392","21,444","11,629","11,756","6,238","7,593","9,384","2,947","3,795","3,947","3,560","2,495","2,916","1,262","1,546","2,451",600,"1,381","1,141",762,"1,279","1,262",724,"1,696",892,720,"1,744",898,632,447,413,534,802,617,232,212,245,670,315,190,214,300,161,"September 14, 2021, 9:19 p.m.",2021-09-15T04:25:14+00:00
santa-barbara,1.7% (2 of 115) precincts reporting,"22,635","6,045","4,123","2,536","3,378","1,135","1,129","2,004","1,320",433,597,"1,941",676,388,471,342,213,302,175,152,186,79,235,94,183,196,106,70,119,65,52,91,67,83,57,39,37,45,32,27,15,23,34,28,32,9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
statewide,"45.7% (8,315 of 18,185) precincts reporting","1,888,717","465,624","410,947","264,704","205,597","134,367","129,071","125,911","106,265","57,691","58,122","49,714","51,191","41,089","41,058","31,850","30,357","24,376","18,555","17,057","16,278","10,968","14,855","13,407","13,002","12,412","11,051","10,488","9,314","6,774","6,560","6,814","6,261","6,577","4,803","4,299","4,380","4,294","3,927","3,176","2,765","2,633","2,396","2,235","1,769","1,447","September 14, 2021, 9:21 p.m.",2021-09-15T04:25:14+00:00
yuba,0% (0 of 36) precincts reporting,"3,766",467,514,229,646,867,163,143,97,55,125,54,141,24,45,52,129,8,15,137,16,16,30,17,39,53,27,9,19,8,10,8,22,17,4,6,8,44,12,1,1,6,2,8,6,3,"September 14, 2021, 9:17 p.m.",2021-09-15T04:25:14+00:00
alpine,40% (2 of 5) precincts reporting,61,7,5,4,2,7,3,5,1,1,3,1,2,0,2,0,11,0,1,3,0,0,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,"September 14, 2021, 9:23 p.m.",2021-09-15T04:29:14+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
contra-costa,0% (0 of 958) precincts reporting,"46,679","20,049","10,986","13,092","8,292","3,865","5,820","4,394","4,897","2,747","1,943","1,320","2,182","1,839","2,397","1,197","1,296",639,591,475,758,219,869,841,398,489,361,255,336,166,159,172,122,279,116,98,193,117,262,123,79,57,75,46,48,44,"September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
humboldt,0% (0 of 47) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
mono,25% (3 of 12) precincts reporting,867,193,157,84,50,24,25,87,22,17,60,16,34,9,19,15,31,12,12,11,13,9,8,4,8,2,0,0,10,3,0,3,5,3,2,4,4,0,3,0,0,2,1,0,1,1,"September 14, 2021, 9:25 p.m.",2021-09-15T04:29:14+00:00
statewide,"45.7% (8,319 of 18,185) precincts reporting","1,898,927","467,004","411,983","265,482","206,091","134,862","129,407","126,326","106,651","57,857","58,340","49,870","51,321","41,212","41,211","31,924","30,464","24,437","18,597","17,092","16,337","11,065","14,907","13,480","13,037","12,503","11,079","10,537","9,347","6,786","6,573","6,837","6,276","6,595","4,815","4,320","4,392","4,297","3,943","3,188","2,770","2,642","2,404","2,240","1,773","1,461","September 14, 2021, 9:26 p.m.",2021-09-15T04:29:14+00:00
ventura,0% (0 of 697) precincts reporting,"62,339","10,430","10,609","5,235","4,829","2,383","2,368","2,924","2,884",897,"1,568","1,871","1,240",945,872,625,490,885,339,249,291,261,364,372,326,"1,729",449,440,166,110,207,172,120,104,142,75,102,67,68,62,15,86,54,39,32,110,"September 14, 2021, 9:22 p.m.",2021-09-15T04:29:14+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:31 p.m.",2021-09-15T04:35:18+00:00
del-norte,100% (18 of 18) precincts reporting,"3,229",230,141,189,100,223,104,131,58,41,58,22,86,30,50,32,77,22,12,45,14,4,12,5,38,18,26,12,30,7,2,13,15,8,0,5,5,30,15,17,2,6,2,7,0,0,"September 14, 2021, 9:30 p.m.",2021-09-15T04:35:18+00:00
humboldt,0% (0 of 47) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:31 p.m.",2021-09-15T04:35:18+00:00
san-benito,100% (18 of 18) precincts reporting,"4,092",884,322,435,473,363,273,223,276,92,102,227,169,119,55,96,56,51,32,68,24,32,16,28,72,25,36,20,19,13,26,23,20,11,9,11,50,16,23,2,9,8,8,3,6,4,"September 14, 2021, 9:29 p.m.",2021-09-15T04:35:18+00:00
san-mateo,0% (0 of 338) precincts reporting,"25,492","16,524","8,251","7,519","5,463","2,187","4,552","3,748","3,319","1,834",951,991,"1,083",979,"1,110",996,363,406,589,218,570,97,384,334,205,169,272,129,189,117,314,99,72,173,190,176,84,65,27,58,44,41,61,34,62,31,"September 14, 2021, 9:31 p.m.",2021-09-15T04:35:18+00:00
statewide,"45.9% (8,355 of 18,185) precincts reporting","1,900,127","467,098","412,025","265,512","206,125","134,930","129,456","126,342","106,674","57,876","58,352","49,889","51,336","41,223","41,222","31,929","30,471","24,445","18,605","17,099","16,340","11,075","14,911","13,480","13,041","12,511","11,085","10,541","9,350","6,787","6,580","6,837","6,278","6,599","4,818","4,323","4,397","4,304","3,943","3,192","2,771","2,642","2,404","2,241","1,773","1,461","September 14, 2021, 9:31 p.m.",2021-09-15T04:35:18+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:35 p.m.",2021-09-15T04:39:14+00:00
humboldt,0% (0 of 47) precincts reporting,"7,544","1,691",770,"1,024",490,703,704,"1,464",333,197,464,31,335,140,530,201,224,121,84,162,127,59,151,20,81,25,55,42,99,21,11,19,35,62,19,17,16,101,27,29,10,23,9,12,6,5,"September 14, 2021, 9:34 p.m.",2021-09-15T04:39:14+00:00
siskiyou,53.7% (29 of 54) precincts reporting,"4,962",325,300,333,259,524,165,250,84,60,78,25,165,58,107,59,372,34,20,162,15,13,27,12,55,13,31,18,66,6,1,8,39,19,6,19,6,38,25,7,5,7,1,7,3,3,"September 14, 2021, 9:34 p.m.",2021-09-15T04:39:14+00:00
sonoma,3.4% (11 of 324) precincts reporting,"19,393","8,410","4,559","5,207","3,342","2,066","2,249","3,485","1,682",881,"1,080",538,877,652,952,554,355,404,326,294,212,122,358,125,218,119,167,106,159,78,37,63,207,123,95,37,69,89,70,58,22,26,46,30,14,11,"September 14, 2021, 9:35 p.m.",2021-09-15T04:39:14+00:00
statewide,"46.1% (8,376 of 18,185) precincts reporting","1,907,993","468,792","412,802","266,541","206,620","135,658","130,161","127,807","107,008","58,073","58,819","49,920","51,677","41,366","41,757","32,130","30,699","24,567","18,689","17,265","16,467","11,139","15,063","13,500","13,127","12,537","11,142","10,583","9,452","6,809","6,592","6,859","6,313","6,661","4,837","4,340","4,414","4,407","3,970","3,221","2,781","2,665","2,414","2,255","1,779","1,466","September 14, 2021, 9:35 p.m.",2021-09-15T04:39:14+00:00
alameda,100% (521 of 521) precincts reporting,"32,945","27,017","10,529","9,842","6,041","3,145","7,912","9,501","5,393","2,486","2,377","1,407","1,475","1,762","3,018","1,317",666,"1,024",824,408,"1,169",272,"1,171",851,267,847,369,209,420,213,320,332,138,369,163,155,162,119,155,127,104,61,131,78,87,56,"September 14, 2021, 9:37 p.m.",2021-09-15T04:45:22+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:41 p.m.",2021-09-15T04:45:22+00:00
orange,"100% (1,801 of 1,801) precincts reporting","247,079","43,054","42,068","19,579","21,695","12,145","12,195","6,297","7,701","9,538","2,978","3,931","3,992","3,612","2,527","2,948","1,276","1,564","2,521",604,"1,397","1,278",773,"1,298","1,271",733,"1,722",918,742,"1,784",948,652,453,418,546,853,622,234,217,251,685,317,192,215,316,164,"September 14, 2021, 9:39 p.m.",2021-09-15T04:45:22+00:00
santa-barbara,14.8% (17 of 115) precincts reporting,"22,992","6,092","4,152","2,553","3,391","1,151","1,144","2,015","1,347",440,600,"1,993",679,391,482,345,215,304,180,153,186,79,237,95,184,197,106,70,119,65,52,93,68,83,57,39,37,45,33,27,15,23,37,29,32,10,"September 14, 2021, 9:41 p.m.",2021-09-15T04:45:22+00:00
statewide,"49% (8,912 of 18,185) precincts reporting","1,922,552","469,755","413,434","267,008","207,078","136,470","131,148","127,974","107,358","58,412","58,899","50,207","51,778","41,480","41,866","32,191","30,723","24,618","18,817","17,277","16,542","11,374","15,116","13,561","13,143","12,588","11,185","10,628","9,512","6,864","6,667","6,889","6,326","6,680","4,879","4,408","4,429","4,415","3,996","3,233","2,799","2,669","2,421","2,265","1,807","1,472","September 14, 2021, 9:41 p.m.",2021-09-15T04:45:22+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:45 p.m.",2021-09-15T04:49:17+00:00
santa-clara,98% (499 of 509) precincts reporting,"66,920","43,985","17,932","16,743","11,727","8,154","8,193","8,833","8,294","6,449","2,295","1,859","2,555","2,621","2,451","2,153","1,035",863,"1,179",542,"1,195",424,979,"1,619",939,527,319,615,579,671,151,353,231,332,150,309,341,170,121,199,221,132,148,104,76,179,"September 14, 2021, 9:45 p.m.",2021-09-15T04:49:17+00:00
statewide,"49% (8,912 of 18,185) precincts reporting","1,930,754","471,300","414,042","267,619","207,558","137,367","131,721","128,204","107,758","59,210","58,987","50,431","51,878","41,702","41,944","32,299","30,767","24,665","18,891","17,291","16,577","11,465","15,160","13,650","13,168","12,618","11,202","10,724","9,556","6,934","6,685","6,909","6,338","6,690","4,894","4,440","4,469","4,422","4,006","3,252","2,830","2,677","2,429","2,275","1,809","1,479","September 14, 2021, 9:45 p.m.",2021-09-15T04:49:17+00:00
alpine,60% (3 of 5) precincts reporting,70,8,5,6,2,8,5,5,1,2,3,1,4,0,3,0,12,0,3,3,0,0,1,1,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,"September 14, 2021, 9:49 p.m.",2021-09-15T04:55:19+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:49 p.m.",2021-09-15T04:55:19+00:00
marin,25% (26 of 104) precincts reporting,"9,002","6,224","4,273","4,113","1,438",738,"1,108","1,545",937,602,370,128,482,325,662,247,132,287,200,66,161,36,198,84,58,36,46,42,51,33,21,25,146,55,45,10,23,31,21,12,4,16,21,21,14,4,"September 14, 2021, 9:47 p.m.",2021-09-15T04:55:19+00:00
san-francisco,67.9% (415 of 611) precincts reporting,"18,004","19,717","10,669","6,403","3,367","2,570","3,843","7,402","3,419","1,391","1,094",811,"1,285","1,489","2,245",570,252,"1,360",659,205,940,156,667,396,218,459,508,135,332,118,195,120,53,254,164,85,102,95,46,122,55,51,105,51,42,29,"September 14, 2021, 9:47 p.m.",2021-09-15T04:55:19+00:00
statewide,"51.4% (9,354 of 18,185) precincts reporting","1,933,523","472,111","414,642","267,889","207,771","137,567","132,071","128,541","107,950","59,339","59,067","50,529","51,965","41,824","42,102","32,333","30,780","24,777","18,961","17,305","16,610","11,480","15,209","13,676","13,181","12,661","11,237","10,730","9,596","6,941","6,708","6,919","6,342","6,705","4,914","4,442","4,476","4,431","4,012","3,262","2,832","2,680","2,439","2,277","1,810","1,481","September 14, 2021, 9:49 p.m.",2021-09-15T04:55:19+00:00
calaveras,0% (0 of 29) precincts reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"September 14, 2021, 9:52 p.m.",2021-09-15T04:59:15+00:00
inyo,95% (19 of 20) precincts reporting,"1,601",151,214,121,115,44,44,93,37,28,24,10,36,14,14,25,39,13,14,22,13,3,7,4,13,4,11,5,13,7,0,10,6,3,3,1,2,3,2,1,2,1,0,3,0,0,"September 14, 2021, 9:52 p.m.",2021-09-15T04:59:15+00:00
statewide,"51.4% (9,354 of 18,185) precincts reporting","1,933,586","472,111","414,646","267,889","207,772","137,567","132,072","128,542","107,950","59,340","59,067","50,529","51,966","41,824","42,102","32,335","30,780","24,777","18,961","17,305","16,610","11,480","15,209","13,676","13,181","12,661","11,238","10,730","9,596","6,942","6,708","6,920","6,342","6,705","4,914","4,442","4,476","4,431","4,012","3,263","2,832","2,680","2,439","2,278","1,810","1,481","September 14, 2021, 9:52 p.m.",2021-09-15T04:59:15+00:00
