county,yes_total,yes_percent,no_total,no_percent,updated,download_timestamp
Mendocino,4209,58.7,2957,41.3,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Merced,5542,30.0,12905,70.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Modoc,15561,47.8,16969,52.2,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Mono,1895,75.3,623,24.7,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Monterey,0,0.0,0,0.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Napa,23373,28.3,59090,71.7,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Nevada,10308,28.4,26011,71.6,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Orange,15780,40.6,23080,59.4,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Placer,299711,41.7,419587,58.3,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Plumas,51618,48.4,55029,51.6,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Riverside,5106,62.9,3008,37.1,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Sacramento,212967,45.6,254374,54.4,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
San Benito,99115,34.1,191699,65.9,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
San Bernardino,5678,38.7,8978,61.3,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
San Diego,131349,42.1,180308,57.9,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
San Francisco,319033,39.4,491347,60.6,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
San Joaquin,30011,12.2,215521,87.8,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
San Luis Obispo,47140,42.1,64816,57.9,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
San Mateo,41014,19.4,170059,80.6,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Santa Barbara,31643,32.4,65904,67.6,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Santa Clara,98157,21.9,349724,78.1,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Santa Cruz,13244,18.4,58681,81.6,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Shasta,22194,60.3,14589,39.7,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Siskiyou,6935,55.8,5502,44.2,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Solano,29726,30.3,68440,69.7,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Sonoma,30846,21.6,111874,78.4,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Stanislaus,49595,50.0,49604,50.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Statewide,2653610,32.9,5417670,67.1,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Tehama,3744,67.7,1783,32.3,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Tuolumne,12877,59.1,8896,40.9,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Ventura,73618,35.6,133407,64.4,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Yolo,13367,27.2,35820,72.8,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Yuba,0,0.0,0,0.0,"September 14, 2021, 9:03 p.m.",2021-09-15T04:14:07+00:00
Alameda,49257,15.3,272067,84.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Alpine,53,43.8,68,56.2,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Butte,32195,51.5,30348,48.5,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Calaveras,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Colusa,2124,60.7,1373,39.3,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Contra Costa,66509,24.0,210726,76.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Del Norte,3517,55.5,2823,44.5,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
El Dorado,34613,53.4,30194,46.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Fresno,71820,46.4,83007,53.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Glenn,4100,68.4,1898,31.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Humboldt,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Imperial,4798,35.9,8552,64.1,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Inyo,2055,47.5,2275,52.5,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Kern,44938,55.2,36435,44.8,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Kings,11562,60.3,7621,39.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Lake,2482,36.5,4313,63.5,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Los Angeles,6590,82.9,1357,17.1,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Madera,532923,26.4,1486489,73.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Marin,15904,56.7,12124,43.3,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Mariposa,14029,15.1,78866,84.9,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Mendocino,4572,59.7,3086,40.3,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Merced,5542,30.0,12905,70.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Modoc,15561,47.8,16969,52.2,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Mono,1895,75.3,623,24.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Monterey,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Napa,23373,28.3,59090,71.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Nevada,10308,28.4,26011,71.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Orange,15780,40.6,23080,59.4,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Placer,299711,41.7,419587,58.3,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Plumas,51618,48.4,55029,51.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Riverside,5106,62.9,3008,37.1,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Sacramento,212967,45.6,254374,54.4,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
San Benito,99115,34.1,191699,65.9,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
San Bernardino,5678,38.7,8978,61.3,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
San Diego,131349,42.1,180308,57.9,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
San Francisco,319033,39.4,491347,60.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
San Joaquin,30011,12.2,215521,87.8,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
San Luis Obispo,47140,42.1,64816,57.9,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
San Mateo,41014,19.4,170059,80.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Santa Barbara,31643,32.4,65904,67.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Santa Clara,98157,21.9,349724,78.1,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Santa Cruz,13244,18.4,58681,81.6,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Shasta,22194,60.3,14589,39.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Siskiyou,6935,55.8,5502,44.2,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Solano,29726,30.3,68440,69.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Sonoma,30846,21.6,111874,78.4,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Stanislaus,49595,50.0,49604,50.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Statewide,2686168,33.0,5448147,67.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Tehama,3744,67.7,1783,32.3,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Tuolumne,12877,59.1,8896,40.9,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Ventura,73618,35.6,133407,64.4,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Yolo,13367,27.2,35820,72.8,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Yuba,0,0.0,0,0.0,"September 14, 2021, 9:08 p.m.",2021-09-15T04:18:58+00:00
Alameda,49257,15.3,272067,84.7,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Alpine,53,43.8,68,56.2,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Butte,32195,51.5,30348,48.5,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Calaveras,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Colusa,2124,60.7,1373,39.3,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Contra Costa,66509,24.0,210726,76.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Del Norte,3517,55.5,2823,44.5,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
El Dorado,34613,53.4,30194,46.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Fresno,71820,46.4,83007,53.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Glenn,4100,68.4,1898,31.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Humboldt,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Imperial,4798,35.9,8552,64.1,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Inyo,2055,47.5,2275,52.5,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Kern,44938,55.2,36435,44.8,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Kings,11562,60.3,7621,39.7,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Lake,2482,36.5,4313,63.5,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Los Angeles,532923,26.4,1486489,73.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Madera,15904,56.7,12124,43.3,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Marin,14029,15.1,78866,84.9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Mendocino,5542,30.0,12905,70.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Merced,16088,48.4,17171,51.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Modoc,1895,75.3,623,24.7,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Mono,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Monterey,23373,28.3,59090,71.7,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Napa,10308,28.4,26011,71.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Nevada,15780,40.6,23080,59.4,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Orange,299711,41.7,419587,58.3,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Placer,51618,48.4,55029,51.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Plumas,5106,62.9,3008,37.1,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Riverside,212967,45.6,254374,54.4,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Sacramento,99115,34.1,191699,65.9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
San Benito,5678,38.7,8978,61.3,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
San Bernardino,131349,42.1,180308,57.9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
San Diego,319033,39.4,491347,60.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
San Francisco,30011,12.2,215521,87.8,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
San Joaquin,47140,42.1,64816,57.9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
San Luis Obispo,20606,39.2,31932,60.8,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
San Mateo,41014,19.4,170059,80.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Santa Barbara,31643,32.4,65904,67.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Santa Clara,98157,21.9,349724,78.1,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Santa Cruz,13244,18.4,58681,81.6,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Shasta,22194,60.3,14589,39.7,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Siskiyou,6935,55.8,5502,44.2,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Solano,30217,30.6,68692,69.4,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Sonoma,30846,21.6,111874,78.4,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Stanislaus,49595,50.0,49604,50.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Statewide,2687186,33.0,5448601,67.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Tehama,3744,67.7,1783,32.3,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Tuolumne,12877,59.1,8896,40.9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Ventura,73618,35.6,133407,64.4,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Yolo,13367,27.2,35820,72.8,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Yuba,0,0.0,0,0.0,"September 14, 2021, 9:15 p.m.",2021-09-15T04:20:36+00:00
Orange,318339,42.1,438676,57.9,"September 14, 2021, 9:15 p.m.",2021-09-15T04:25:55+00:00
Santa Barbara,31701,32.5,65941,67.5,"September 14, 2021, 9:15 p.m.",2021-09-15T04:25:55+00:00
Yuba,6445,56.5,4959,43.5,"September 14, 2021, 9:15 p.m.",2021-09-15T04:25:55+00:00
Alameda,49257,15.3,272067,84.7,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Alpine,53,43.8,68,56.2,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Butte,32195,51.5,30348,48.5,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Calaveras,0,0.0,0,0.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Colusa,2124,60.7,1373,39.3,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Contra Costa,66509,24.0,210726,76.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Del Norte,3517,55.5,2823,44.5,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
El Dorado,34613,53.4,30194,46.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Fresno,71820,46.4,83007,53.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Glenn,4100,68.4,1898,31.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Humboldt,0,0.0,0,0.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Imperial,4798,35.9,8552,64.1,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Inyo,2055,47.5,2275,52.5,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Kern,44938,55.2,36435,44.8,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Kings,11562,60.3,7621,39.7,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Lake,2482,36.5,4313,63.5,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Los Angeles,532923,26.4,1486489,73.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Madera,15904,56.7,12124,43.3,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Marin,14029,15.1,78866,84.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Mendocino,5542,30.0,12905,70.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Merced,16088,48.4,17171,51.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Modoc,1895,75.3,623,24.7,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Mono,0,0.0,0,0.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Monterey,23373,28.3,59090,71.7,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Napa,10308,28.4,26011,71.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Nevada,15780,40.6,23080,59.4,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Orange,318339,42.1,438676,57.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Placer,51618,48.4,55029,51.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Plumas,5106,62.9,3008,37.1,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Riverside,212967,45.6,254374,54.4,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Sacramento,99115,34.1,191699,65.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
San Benito,5678,38.7,8978,61.3,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
San Bernardino,131349,42.1,180308,57.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
San Diego,319033,39.4,491347,60.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
San Francisco,30011,12.2,215521,87.8,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
San Joaquin,47140,42.1,64816,57.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
San Luis Obispo,20606,39.2,31932,60.8,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
San Mateo,41014,19.4,170059,80.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Santa Barbara,31701,32.5,65941,67.5,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Santa Clara,98157,21.9,349724,78.1,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Santa Cruz,13244,18.4,58681,81.6,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Shasta,22194,60.3,14589,39.7,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Siskiyou,6935,55.8,5502,44.2,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Solano,30217,30.6,68692,69.4,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Sonoma,30846,21.6,111874,78.4,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Stanislaus,49595,50.0,49604,50.0,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Statewide,2712317,33.1,5472686,66.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Tehama,3744,67.7,1783,32.3,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Tuolumne,12877,59.1,8896,40.9,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Ventura,73618,35.6,133407,64.4,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Yolo,13367,27.2,35820,72.8,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Yuba,6445,56.5,4959,43.5,"September 14, 2021, 9:21 p.m.",2021-09-15T04:29:14+00:00
Alameda,49257,15.3,272067,84.7,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Alpine,98,40.8,142,59.2,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Butte,32195,51.5,30348,48.5,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Calaveras,0,0.0,0,0.0,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Colusa,2124,60.7,1373,39.3,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Contra Costa,70220,24.1,220567,75.9,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Del Norte,3517,55.5,2823,44.5,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
El Dorado,34613,53.4,30194,46.6,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Fresno,71820,46.4,83007,53.6,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Glenn,4100,68.4,1898,31.6,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Humboldt,0,0.0,0,0.0,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Imperial,4798,35.9,8552,64.1,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Inyo,2055,47.5,2275,52.5,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Kern,44938,55.2,36435,44.8,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Kings,11562,60.3,7621,39.7,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Lake,2482,36.5,4313,63.5,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Los Angeles,532923,26.4,1486489,73.6,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Madera,15904,56.7,12124,43.3,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Marin,14029,15.1,78866,84.9,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Mendocino,5542,30.0,12905,70.0,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Merced,16088,48.4,17171,51.6,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Modoc,1895,75.3,623,24.7,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Mono,1208,38.3,1945,61.7,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Monterey,23373,28.3,59090,71.7,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Napa,10308,28.4,26011,71.6,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Nevada,15780,40.6,23080,59.4,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Orange,318339,42.1,438676,57.9,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Placer,51618,48.4,55029,51.6,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Plumas,5106,62.9,3008,37.1,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Riverside,212967,45.6,254374,54.4,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
Sacramento,99115,34.1,191699,65.9,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
San Benito,5678,38.7,8978,61.3,"September 14, 2021, 9:26 p.m.",2021-09-15T04:34:34+00:00
