county,yes_total,yes_percent,no_total,no_percent,updated,download_timestamp
Contra Costa,84069,25.9,239932,74.1,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Del Norte,4198,58.0,3038,42.0,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
El Dorado,36614,54.6,30445,45.4,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Fresno,89420,50.0,89389,50.0,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Glenn,4393,69.4,1941,30.6,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Humboldt,10942,31.7,23615,68.3,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Imperial,5206,37.3,8744,62.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Inyo,2130,48.2,2293,51.8,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Kern,45795,55.6,36604,44.4,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Kings,14828,62.8,8799,37.2,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Lake,3308,37.5,5508,62.5,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Los Angeles,538457,26.4,1499315,73.6,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Madera,18271,58.9,12757,41.1,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Marin,14243,15.3,78988,84.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Mendocino,5617,30.2,12955,69.8,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Merced,16088,48.4,17171,51.6,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Modoc,2082,76.7,634,23.3,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Mono,1208,38.3,1945,61.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Monterey,23576,28.5,59157,71.5,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Napa,10796,29.0,26371,71.0,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Nevada,17277,42.3,23519,57.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Orange,376899,45.3,454980,54.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Placer,52393,48.7,55177,51.3,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Plumas,5106,62.9,3008,37.1,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Riverside,216177,45.8,255874,54.2,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Sacramento,104631,35.1,193751,64.9,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
San Benito,6407,40.8,9295,59.2,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
San Bernardino,137400,42.9,183193,57.1,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
San Diego,337601,40.2,501361,59.8,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
San Francisco,35548,13.3,231765,86.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
San Joaquin,52479,44.0,66752,56.0,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
San Luis Obispo,21142,39.6,32235,60.4,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
San Mateo,43312,20.1,171896,79.9,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Santa Barbara,33817,33.4,67417,66.6,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Santa Clara,108955,23.2,361523,76.8,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Santa Cruz,13244,18.4,58681,81.6,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Shasta,25424,62.7,15155,37.3,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Siskiyou,7500,57.2,5621,42.8,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Solano,34658,32.4,72322,67.6,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Sonoma,31285,21.8,112069,78.2,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Stanislaus,50524,50.3,49903,49.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Statewide,2941051,34.3,5641419,65.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Tehama,4875,71.7,1922,28.3,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Tuolumne,14148,60.4,9267,39.6,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Ventura,82509,37.8,135954,62.2,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Yolo,13638,27.2,36498,72.8,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Yuba,8084,60.8,5208,39.2,"September 14, 2021, 10:56 p.m.",2021-09-15T06:04:33+00:00
Alameda,54648,16.5,277536,83.5,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Alpine,218,39.1,340,60.9,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Butte,34491,52.2,31646,47.8,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Calaveras,11450,61.7,7106,38.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Colusa,2434,62.9,1436,37.1,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Contra Costa,84069,25.9,239932,74.1,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Del Norte,4198,58.0,3038,42.0,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
El Dorado,36614,54.6,30445,45.4,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Fresno,89420,50.0,89389,50.0,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Glenn,4393,69.4,1941,30.6,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Humboldt,10942,31.7,23615,68.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Imperial,5206,37.3,8744,62.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Inyo,2514,50.8,2431,49.2,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Kern,45795,55.6,36604,44.4,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Kings,14828,62.8,8799,37.2,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Lake,3308,37.5,5508,62.5,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Los Angeles,538457,26.4,1499315,73.6,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Madera,18271,58.9,12757,41.1,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Marin,14243,15.3,78988,84.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Mendocino,5617,30.2,12955,69.8,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Merced,16088,48.4,17171,51.6,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Modoc,2082,76.7,634,23.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Mono,1208,38.3,1945,61.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Monterey,23576,28.5,59157,71.5,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Napa,11098,29.5,26526,70.5,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Nevada,17277,42.3,23519,57.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Orange,376899,45.3,454980,54.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Placer,52393,48.7,55177,51.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Plumas,5106,62.9,3008,37.1,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Riverside,216177,45.8,255874,54.2,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Sacramento,104631,35.1,193751,64.9,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
San Benito,6407,40.8,9295,59.2,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
San Bernardino,137400,42.9,183193,57.1,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
San Diego,337601,40.2,501361,59.8,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
San Francisco,35548,13.3,231765,86.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
San Joaquin,52479,44.0,66752,56.0,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
San Luis Obispo,21142,39.6,32235,60.4,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
San Mateo,43312,20.1,171896,79.9,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Santa Barbara,35298,34.3,67735,65.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Santa Clara,108955,23.2,361523,76.8,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Santa Cruz,14022,19.1,59462,80.9,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Shasta,25424,62.7,15155,37.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Siskiyou,8257,58.7,5811,41.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Solano,34658,32.4,72322,67.6,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Sonoma,31285,21.8,112069,78.2,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Stanislaus,50524,50.3,49903,49.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Statewide,2944753,34.3,5643001,65.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Tehama,4875,71.7,1922,28.3,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Tuolumne,14148,60.4,9267,39.6,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Ventura,82509,37.8,135954,62.2,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Yolo,13638,27.2,36498,72.8,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Yuba,8084,60.8,5208,39.2,"September 14, 2021, 11:01 p.m.",2021-09-15T06:09:24+00:00
Alameda,54648,16.5,277536,83.5,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Alpine,218,39.1,340,60.9,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Butte,34491,52.2,31646,47.8,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Calaveras,11450,61.7,7106,38.3,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Colusa,2434,62.9,1436,37.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Contra Costa,84069,25.9,239932,74.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Del Norte,4198,58.0,3038,42.0,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
El Dorado,36614,54.6,30445,45.4,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Fresno,89420,50.0,89389,50.0,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Glenn,4393,69.4,1941,30.6,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Humboldt,10942,31.7,23615,68.3,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Imperial,5206,37.3,8744,62.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Inyo,2514,50.8,2431,49.2,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Kern,45795,55.6,36604,44.4,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Kings,14828,62.8,8799,37.2,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Lake,3308,37.5,5508,62.5,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Los Angeles,538457,26.4,1499315,73.6,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Madera,18271,58.9,12757,41.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Marin,14243,15.3,78988,84.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Mendocino,5617,30.2,12955,69.8,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Merced,16088,48.4,17171,51.6,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Modoc,2505,78.0,706,22.0,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Mono,1208,38.3,1945,61.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Monterey,23576,28.5,59157,71.5,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Napa,11098,29.5,26526,70.5,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Nevada,17277,42.3,23519,57.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Orange,409424,46.9,462696,53.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Placer,52393,48.7,55177,51.3,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Plumas,5106,62.9,3008,37.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Riverside,216177,45.8,255874,54.2,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Sacramento,104631,35.1,193751,64.9,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
San Benito,6407,40.8,9295,59.2,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
San Bernardino,137400,42.9,183193,57.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
San Diego,337601,40.2,501361,59.8,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
San Francisco,35548,13.3,231765,86.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
San Joaquin,52479,44.0,66752,56.0,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
San Luis Obispo,21142,39.6,32235,60.4,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
San Mateo,43580,20.2,172150,79.8,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Santa Barbara,35298,34.3,67735,65.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Santa Clara,116687,24.1,367471,75.9,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Santa Cruz,14022,19.1,59462,80.9,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Shasta,28084,64.5,15469,35.5,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Siskiyou,8257,58.7,5811,41.3,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Solano,34658,32.4,72322,67.6,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Sonoma,31285,21.8,112069,78.2,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Stanislaus,50524,50.3,49903,49.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Statewide,2988361,34.6,5657305,65.4,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Tehama,4875,71.7,1922,28.3,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Tuolumne,14148,60.4,9267,39.6,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Ventura,82509,37.8,135954,62.2,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Yolo,13638,27.2,36498,72.8,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Yuba,8084,60.8,5208,39.2,"September 14, 2021, 11:06 p.m.",2021-09-15T06:14:23+00:00
Alameda,54648,16.5,277536,83.5,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Alpine,218,39.1,340,60.9,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Butte,34491,52.2,31646,47.8,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Calaveras,11450,61.7,7106,38.3,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Colusa,2434,62.9,1436,37.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Contra Costa,92905,26.9,252879,73.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Del Norte,4198,58.0,3038,42.0,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
El Dorado,36614,54.6,30445,45.4,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Fresno,89420,50.0,89389,50.0,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Glenn,4393,69.4,1941,30.6,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Humboldt,10942,31.7,23615,68.3,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Imperial,5206,37.3,8744,62.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Inyo,2514,50.8,2431,49.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Kern,45795,55.6,36604,44.4,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Kings,14828,62.8,8799,37.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Lake,3308,37.5,5508,62.5,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Los Angeles,538457,26.4,1499315,73.6,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Madera,18271,58.9,12757,41.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Marin,14243,15.3,78988,84.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Mendocino,5617,30.2,12955,69.8,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Merced,16088,48.4,17171,51.6,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Modoc,2505,78.0,706,22.0,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Mono,1208,38.3,1945,61.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Monterey,24043,28.8,59335,71.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Napa,11098,29.5,26526,70.5,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Nevada,17277,42.3,23519,57.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Orange,409424,46.9,462696,53.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Placer,52393,48.7,55177,51.3,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Plumas,5106,62.9,3008,37.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Riverside,216177,45.8,255874,54.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Sacramento,104631,35.1,193751,64.9,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
San Benito,6407,40.8,9295,59.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
San Bernardino,137400,42.9,183193,57.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
San Diego,337601,40.2,501361,59.8,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
San Francisco,35571,13.3,231861,86.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
San Joaquin,52479,44.0,66752,56.0,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
San Luis Obispo,21142,39.6,32235,60.4,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
San Mateo,43580,20.2,172150,79.8,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Santa Barbara,35298,34.3,67735,65.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Santa Clara,116687,24.1,367471,75.9,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Santa Cruz,14022,19.1,59462,80.9,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Shasta,28084,64.5,15469,35.5,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Sierra,903,61.9,555,38.1,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Siskiyou,8257,58.7,5811,41.3,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Solano,34658,32.4,72322,67.6,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Sonoma,31285,21.8,112069,78.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Stanislaus,50524,50.3,49903,49.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Statewide,2998533,34.6,5670639,65.4,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Sutter,11114,59.2,7664,40.8,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Tehama,5721,73.8,2035,26.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Trinity,2079,54.3,1747,45.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Tulare,35307,55.3,28588,44.7,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Tuolumne,14148,60.4,9267,39.6,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Ventura,82509,37.8,135954,62.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Yolo,13638,27.2,36498,72.8,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Yuba,8084,60.8,5208,39.2,"September 14, 2021, 11:11 p.m.",2021-09-15T06:19:37+00:00
Alameda,54648,16.5,277536,83.5,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Alpine,218,39.1,340,60.9,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Amador,10971,63.1,6411,36.9,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Butte,34491,52.2,31646,47.8,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Calaveras,11450,61.7,7106,38.3,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Colusa,2434,62.9,1436,37.1,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Contra Costa,92905,26.9,252879,73.1,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Del Norte,4198,58.0,3038,42.0,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
El Dorado,36614,54.6,30445,45.4,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Fresno,90181,50.2,89502,49.8,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Glenn,4393,69.4,1941,30.6,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Humboldt,10942,31.7,23615,68.3,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Imperial,5206,37.3,8744,62.7,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Inyo,2514,50.8,2431,49.2,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Kern,45795,55.6,36604,44.4,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Kings,14828,62.8,8799,37.2,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Lake,3308,37.5,5508,62.5,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Lassen,6590,82.9,1357,17.1,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Los Angeles,545134,26.6,1506570,73.4,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Madera,18271,58.9,12757,41.1,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Marin,14243,15.3,78988,84.7,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
Mariposa,4572,59.7,3086,40.3,"September 14, 2021, 11:15 p.m.",2021-09-15T06:24:17+00:00
